Names	p.value	coeff	abs.coeff	fdr	Warning
NM_005141	0.170815415192640	0.505655445497024	0.505655445497024	0.441988335353041	0
NM_003617	0.0838137040415768	-1.01925304003285	1.01925304003285	0.305153207807036	0
NM_015359	0.237582970483258	1.27172299002495	1.27172299002495	0.523922428776121	0
NM_020465	0.0432859700203052	0.91692618034086	0.91692618034086	0.216256661274061	0
NM_006726	0.121296344276358	-1.42798927138619	1.42798927138619	0.370292370862625	0
NM_024312	0.0412216245486386	2.19255644999992	2.19255644999992	0.210090232965918	0
NM_001029	0.19025800677168	0.968282750353913	0.968282750353913	0.469351727155832	0
NM_016374	0.908675466029601	0.102066358317208	0.102066358317208	0.965725722467643	0
NM_019590	0.00419683192093778	-2.39131735125667	2.39131735125667	0.0734588335549178	0
NM_020337	0.603935095192441	-0.46132338282051	0.46132338282051	0.81717181240199	0
NM_001007	0.989297224658447	0.0132385891271343	0.0132385891271343	0.99509842026825	0
NM_020730	0.439775471330847	-0.901141340483684	0.901141340483684	0.712222298537024	0
NM_003966	0.915026115221334	0.0899987155891498	0.0899987155891498	0.968438539832339	0
NM_001002	0.000217952279578215	-1.76215534816626	1.76215534816626	0.0333522911215462	0
NM_018837	0.155236769345215	-1.04184861125626	1.04184861125626	0.420110793636341	0
NM_030582	0.223988524128823	1.31601488321281	1.31601488321281	0.50956894127627	0
NM_020755	0.399386253383295	1.09104234196218	1.09104234196218	0.684168328864993	0
NM_030812	0.291974806364745	-0.968853392528588	0.968853392528588	0.58463126597392	0
NM_020342	0.107380640783401	1.76833621579766	1.76833621579766	0.347328039295295	0
NM_020744	0.225156300383854	-1.11329258024287	1.11329258024287	0.511321412963509	0
NM_003004	0.611112031142126	0.258479480631943	0.258479480631943	0.820016632374621	0
NM_003010	0.218875556366139	-1.12016852007085	1.12016852007085	0.501484244461331	0
NM_003012	0.918512808342196	-0.0460614689425368	0.0460614689425368	0.968438539832339	0
NM_003014	0.0881201014485355	-0.961435126278085	0.961435126278085	0.312735201416665	0
NM_003020	0.073629923887492	1.16549585648607	1.16549585648607	0.285380883596274	0
NM_003022	0.00363805956725161	-2.02904585668711	2.02904585668711	0.0668623376181313	0
NM_002300	0.00574722353473855	1.39395741931802	1.39395741931802	0.0863323040738943	0
NM_003034	0.243462966863631	0.692407047947928	0.692407047947928	0.530331176462138	0
NM_002305	0.803310720837558	-0.284836115304541	0.284836115304541	0.922731466390641	0
NM_002306	0.879535511027704	-0.13106716632434	0.13106716632434	0.955274322445877	0
NM_001048	0.0169250099651008	1.47594956845699	1.47594956845699	0.134922609606129	0
NM_002308	0.93461669053976	-0.0681746698236636	0.0681746698236636	0.976216132399708	0
NM_003038	0.665661686019743	-0.324819031702505	0.324819031702505	0.855146898360485	0
NM_003039	0.0143380405723033	1.41909186382803	1.41909186382803	0.128134461967466	0
NM_002310	0.703132531634682	0.25272960869399	0.25272960869399	0.875259676712063	0
NM_001003	0.930477200813747	-0.081268919447731	0.081268919447731	0.975971394155108	0
NM_002318	0.526114762832764	0.420336099415366	0.420336099415366	0.780226677100116	0
NM_003051	0.931212503945119	0.0471404901007877	0.0471404901007877	0.975971394155108	0
NM_002332	0.124238318332933	-1.36951494113032	1.36951494113032	0.373221569212195	0
NM_001605	0.098140975590486	1.49684770039359	1.49684770039359	0.331386785031917	0
NM_005149	0.0029782820155263	2.48058538169031	2.48058538169031	0.0602127661755137	0
NM_003064	0.0840600742929477	1.52834206414536	1.52834206414536	0.305489507282139	0
NM_002336	0.565723753196235	-0.620982754248934	0.620982754248934	0.80157629932856	0
NM_002337	0.625306392805306	-0.654527207359071	0.654527207359071	0.82890950473367	0
NM_001609	0.00681943435155796	-1.46222779012181	1.46222779012181	0.0913875238883262	0
NM_001611	0.627183376610084	-0.256114722078508	0.256114722078508	0.829687829315036	0
NM_003070	0.0680032758942932	-1.82396471551455	1.82396471551455	0.273394420118776	0
NM_001613	0.734881891400718	-0.240529039678106	0.240529039678106	0.88855785083367	0
NM_003071	0.103856454821141	1.38000664502635	1.38000664502635	0.34237308071203	0
NM_002342	0.193132076839953	1.32760135401795	1.32760135401795	0.474510018613312	0
NM_001614	0.24500652880383	1.41155286945046	1.41155286945046	0.530383344540938	0
NM_002343	0.848604587736454	0.05185643365944	0.05185643365944	0.942113148013158	0
NM_001615	0.124525070179928	0.516672592373897	0.516672592373897	0.373430076425356	0
NM_002345	0.197748484797100	-0.827190649325723	0.827190649325723	0.479454365720025	0
NM_173687	0.388914116110912	0.613178770923273	0.613178770923273	0.672582020193586	0
NM_001618	0.118809132175894	1.66522887606552	1.66522887606552	0.367865098782883	0
NM_001621	0.0629481393716624	-1.84126394930705	1.84126394930705	0.26293110812222	0
NM_002350	0.328256540615357	0.784901502764662	0.784901502764662	0.619328372514586	0
NM_001623	0.795274179338009	-0.255778851356985	0.255778851356985	0.918170745278869	0
NM_002354	0.0456933060604777	1.51030278941210	1.51030278941210	0.223968484778466	0
NM_002356	0.456039840717903	0.766677659608024	0.766677659608024	0.723025132181174	0
NM_001627	0.246065691158296	-0.609461679146502	0.609461679146502	0.530383344540938	0
NM_001628	0.557858054639278	-0.545768394601938	0.545768394601938	0.79779719859749	0
NM_002358	0.00135822355064641	2.01600467725284	2.01600467725284	0.0480239354684081	0
NM_003088	0.0373803465037205	1.79911834166421	1.79911834166421	0.201634447702459	0
NM_015150	0.243151955152718	1.18787581626818	1.18787581626818	0.530194898820291	0
NM_000900	0.715602126365678	0.155709696229758	0.155709696229758	0.878252577638143	0
NM_001630	0.461643022371919	0.332981107932129	0.332981107932129	0.725784265355405	0
NM_015141	0.0166635990892360	-1.5982915211489	1.5982915211489	0.134922609606129	0
NM_000902	0.783179068801598	0.218622306714001	0.218622306714001	0.913472232106306	0
NM_000903	0.72802351342732	-0.200376810380827	0.200376810380827	0.883587028324762	0
NM_003090	0.057339652451887	1.27668223870334	1.27668223870334	0.248346457067736	0
NM_001011	0.496515572870557	-0.418751239891597	0.418751239891597	0.756382812991997	0
NM_001033	0.0259865650011467	1.32386929251993	1.32386929251993	0.167470805980664	0
NM_001635	0.0161960581720533	-1.43759941121203	1.43759941121203	0.133995040761071	0
NM_000906	0.707957849844177	0.324992021705036	0.324992021705036	0.876702997436653	0
NM_003094	0.0946647837359424	1.34529169348853	1.34529169348853	0.326481038599707	0
NM_000909	0.0145875502513799	-0.639454902406506	0.639454902406506	0.128796997301493	0
NM_003097	0.150957609219714	-1.60772797699635	1.60772797699635	0.413282231385703	0
NM_002370	0.427730159256673	0.82924538766911	0.82924538766911	0.705028635341077	0
NM_001642	0.125654256085082	-1.69625488206343	1.69625488206343	0.375503369229868	0
NM_002372	0.827550421983444	0.255350147197207	0.255350147197207	0.935163317101648	0
NM_006114	0.9576569874158	0.0305966627701215	0.0305966627701215	0.983862951923915	0
NM_000917	0.0566950999523068	1.47974041209527	1.47974041209527	0.247248291825908	0
NM_001647	0.823187311450505	0.0973166843469206	0.0973166843469206	0.934301258210035	0
NM_000918	0.0642724979294804	1.81875646520939	1.81875646520939	0.264174340531235	0
NM_000919	0.113424676990498	1.38939011714275	1.38939011714275	0.355405517925436	0
NM_000926	0.0415569302022558	-0.861999341207396	0.861999341207396	0.210899371618154	0
NM_001656	0.41381586374112	-0.84795493143568	0.84795493143568	0.693328638456503	0
NM_004840	0.220368755809421	-0.972723728094246	0.972723728094246	0.504007829953459	0
NM_000930	0.346183530713581	-0.438138329590872	0.438138329590872	0.637165606064944	0
NM_001012	0.314041721566517	-0.604554860372196	0.604554860372196	0.60655700193315	0
NM_001665	0.46937224699716	0.487216777627274	0.487216777627274	0.731774954653698	0
NM_002395	0.00269195186920346	1.49954478660044	1.49954478660044	0.0591999329868418	0
NM_000939	0.107586648782880	1.10480174407861	1.10480174407861	0.347328039295295	0
NM_000754	0.325214789815067	-0.806548616413019	0.806548616413019	0.617371517677951	0
NM_000943	0.282367496615486	-0.887305629442932	0.887305629442932	0.572974423337259	0
NM_001013	0.00040120118339515	2.84797410762657	2.84797410762657	0.0364175970952881	0
NM_000944	0.244007357782563	-1.03881548738872	1.03881548738872	0.530383344540938	0
NM_001030	0.649622590106314	0.299414410141029	0.299414410141029	0.844621339230392	0
NM_001675	0.531111425541967	0.703723267374927	0.703723267374927	0.781406932616017	0
NM_001001	0.2550351001637	-0.684067182379442	0.684067182379442	0.540544031785898	0
NM_000949	0.0456989718261542	-1.10256278111142	1.10256278111142	0.223968484778466	0
NM_001679	0.0122806986013295	2.43037869730709	2.43037869730709	0.117030509263781	0
NM_014621	0.99159689938422	0.00432726261010493	0.00432726261010493	0.995470444021328	0
NM_000950	0.00923253845961158	2.308954034535	2.308954034535	0.102573643352564	0
NM_002627	0.00080642668670683	1.55607392768233	1.55607392768233	0.0434487597707923	0
NM_001681	0.534775047166868	0.729407021553036	0.729407021553036	0.782694082116241	0
NM_000954	0.153509417527865	1.54483448846983	1.54483448846983	0.417526143022406	0
NM_001692	0.825923010114323	0.0764622381231945	0.0764622381231945	0.934520626659698	0
NM_000964	0.0340245551065032	-1.42585134663819	1.42585134663819	0.191564945927861	0
NM_000969	0.108383608718469	-1.79557431936796	1.79557431936796	0.347543233593910	0
NM_001699	0.160092346475758	-1.00487427122450	1.00487427122450	0.425669992683478	0
NM_002222	0.107581716434026	-1.07676198066318	1.07676198066318	0.347328039295295	0
NM_000971	0.749850084106144	-0.309716286064425	0.309716286064425	0.89488138516007	0
NM_000978	0.771401876478531	-0.250646588156807	0.250646588156807	0.907281430877667	0
NM_000981	0.430095088060974	-0.676109216627079	0.676109216627079	0.705817487341034	0
NM_000984	0.229725890687117	-1.38244599072340	1.38244599072340	0.51578073013783	0
NM_000985	0.260353973563827	-1.27913484704130	1.27913484704130	0.549090798344039	0
NM_000989	0.610452562846197	0.565159880704136	0.565159880704136	0.820016632374621	0
NM_000991	0.0959816660327165	-1.48309543761877	1.48309543761877	0.328405354657154	0
NM_000202	0.460028708423147	-0.848136955753443	0.848136955753443	0.724390371341957	0
NM_000762	0.228423417818418	-0.452969115596408	0.452969115596408	0.513304326678419	0
NM_145169	0.793033263483208	0.270876770624309	0.270876770624309	0.9176338024014	0
NM_002284	0.598211505016306	0.188376025772646	0.188376025772646	0.813529705289088	0
NM_013373	0.410127965766541	1.11138753595961	1.11138753595961	0.690614696280962	0
NM_006832	0.292287629628029	1.21797462748804	1.21797462748804	0.584802543571476	0
NM_003102	0.329271104076379	0.552033524181037	0.552033524181037	0.619328372514586	0
NM_003104	0.252541706115762	-0.71237969120158	0.71237969120158	0.537013846570991	0
NM_003105	0.0167544272326894	-1.32171121281017	1.32171121281017	0.134922609606129	0
NM_003108	0.0161315225351761	0.971111482712517	0.971111482712517	0.133891637041962	0
NM_003118	0.0631715917415414	-1.16724878538771	1.16724878538771	0.263436799920561	0
NM_003121	0.240126396746118	0.592123511730826	0.592123511730826	0.526000841763814	0
NM_003129	0.0548401590153251	1.20198732784306	1.20198732784306	0.244826064137477	0
NM_002402	0.645198342489146	-0.233241738426915	0.233241738426915	0.842391318004502	0
NM_003134	0.0605700742613805	-2.24189451729428	2.24189451729428	0.256437406118729	0
NM_002407	0.855579834728222	-0.0664554295901977	0.0664554295901977	0.944809834659105	0
NM_003137	0.104527608983244	1.46446590953022	1.46446590953022	0.343485999890022	0
NM_002411	0.0189402426716608	-0.592087040276452	0.592087040276452	0.141255780852705	0
NM_002414	0.109949549998229	-2.35675392110565	2.35675392110565	0.347543233593910	0
NM_003144	0.532594989938013	0.527711425363084	0.527711425363084	0.781406932616017	0
NM_002416	0.498571803666703	0.226242292468648	0.226242292468648	0.756382812991997	0
NM_003146	0.0655427498639897	2.42551413377592	2.42551413377592	0.267684913333405	0
NM_003149	0.358242420063259	-0.809631415892055	0.809631415892055	0.645669188921284	0
NM_002421	0.0532680921429081	0.617927901513954	0.617927901513954	0.240876627563625	0
NM_002422	0.830584750306994	-0.0912411612745776	0.0912411612745776	0.936090478554488	0
NM_003152	0.0224551834535763	-2.14511567739153	2.14511567739153	0.157288742073656	0
NM_002425	0.538560743797713	0.236816082599836	0.236816082599836	0.785126811295502	0
NM_002426	0.00509155705696529	1.01703474333349	1.01703474333349	0.0829150399213398	0
NM_003155	0.580673790967989	-0.197301663229403	0.197301663229403	0.80473866656815	0
NM_002427	0.879252233531981	-0.0643519245613356	0.0643519245613356	0.955274322445877	0
NM_002428	0.152463503093844	1.69374980521745	1.69374980521745	0.415805531393297	0
NM_001703	0.620607199965881	-0.352811193241254	0.352811193241254	0.823953728334474	0
NM_001706	0.693720685786983	0.422696165262549	0.422696165262549	0.869707138904853	0
NM_001032	0.937105694308554	0.0731602715666654	0.0731602715666654	0.977656228265819	0
NM_001014	0.682347581315451	-0.36565794820125	0.36565794820125	0.861049694323029	0
NM_001709	0.296944401546929	-0.596049343164548	0.596049343164548	0.590446634606066	0
NM_002438	0.52126461128697	0.361747157344612	0.361747157344612	0.776901950553896	0
NM_001710	0.0159919834264010	-0.963669343351975	0.963669343351975	0.133891637041962	0
NM_003172	0.722005479011071	-0.417765572576066	0.417765572576066	0.880859649014659	0
NM_002443	0.383101753075826	0.299555449002476	0.299555449002476	0.67022633643576	0
NM_002444	0.103397322650024	1.54292093003711	1.54292093003711	0.34237308071203	0
NM_002447	0.0909191638318079	1.60888637637093	1.60888637637093	0.317401374308313	0
NM_003177	0.287431194310377	1.20195800222831	1.20195800222831	0.579138968645731	0
NM_002448	0.945047031178645	-0.0691146811380716	0.0691146811380716	0.980486294847844	0
NM_001723	0.466118223003152	-0.275978642154676	0.275978642154676	0.729681895169636	0
NM_001018	0.562159503238661	-0.265751965593866	0.265751965593866	0.800020133757231	0
NM_002457	0.644177674598895	0.188143999509233	0.188143999509233	0.842391318004502	0
NM_001731	0.177533179367612	-1.37632932324343	1.37632932324343	0.451376354261724	0
NM_002462	0.940254144588992	-0.0329316945487461	0.0329316945487461	0.978916704393044	0
NM_001734	0.808458087772445	-0.179985958811216	0.179985958811216	0.925751072469293	0
NM_003199	0.103278029489963	-1.57986442893011	1.57986442893011	0.34237308071203	0
NM_019857	0.151355936249387	1.11976563853788	1.11976563853788	0.413856348533127	0
NM_014262	0.482900368871291	-0.926357385399308	0.926357385399308	0.74445934637857	0
NM_001740	0.689740608540727	0.162106931311866	0.162106931311866	0.866909725923115	0
NM_001747	0.683864589170113	-0.422366028019375	0.422366028019375	0.861274394485904	0
NM_001748	0.246885946714126	0.97206682311202	0.97206682311202	0.530907277654995	0
NM_001753	0.338916056149495	-0.771158543041394	0.771158543041394	0.628259556202433	0
NM_002482	0.138679134328229	1.56598698726895	1.56598698726895	0.396468236251703	0
NM_004363	0.273531413742816	0.494570356976701	0.494570356976701	0.562586992454249	0
NM_001024	0.446064088658994	0.852013202628009	0.852013202628009	0.717054437905419	0
NM_001756	0.0637990888843615	0.693229262701558	0.693229262701558	0.26369516692171	0
NM_001757	0.221279749362907	1.00087984824974	1.00087984824974	0.504745385736488	0
NM_002487	0.287141494424109	-0.875209842756472	0.875209842756472	0.579008671750181	0
NM_001759	0.293663226915722	-0.856181787937995	0.856181787937995	0.586966479606559	0
NM_001766	0.6094028039871	-0.268188707641217	0.268188707641217	0.819651549743234	0
NM_001767	0.54891273417888	-0.284972575602634	0.284972575602634	0.791738293155042	0
NM_002497	0.0251067692980523	1.29183726943454	1.29183726943454	0.166559972134489	0
NM_001769	0.838677393871856	0.178048553054681	0.178048553054681	0.938506389401924	0
NM_019885	0.384412680042362	0.538510397831737	0.538510397831737	0.670517490901626	0
